Rotational Motion Sensor Data File Tue, Sep 25, 2012 10:03 AM
Time (s)	Angle (Degrees)
0.022	0.000
0.025	0.000
0.026	0.000
0.027	0.000
0.028	0.000
0.030	0.000
0.031	0.000
0.032	0.000
0.034	0.000
0.035	0.000
0.036	0.000
0.038	0.000
0.039	0.000
0.041	0.000
0.042	0.000
0.044	0.000
0.045	0.000
0.046	0.000
0.048	0.000
0.048	0.000
0.050	0.000
0.051	0.000
0.052	0.000
0.053	0.000
0.055	0.000
0.056	0.000
0.058	0.000
0.059	0.000
0.060	0.000
0.062	0.000
0.063	0.000
0.064	0.000
0.065	0.000
0.067	0.000
0.068	0.000
0.070	0.000
0.071	0.000
0.072	0.000
0.074	0.000
0.075	0.000
0.077	0.000
0.078	0.000
0.079	0.000
0.081	0.000
0.082	0.000
0.083	0.000
0.084	0.000
0.086	0.000
0.087	0.000
0.089	0.000
0.090	0.000
0.091	0.000
0.092	0.000
0.093	0.000
0.094	0.000
0.096	0.000
0.097	0.000
0.098	0.000
0.100	0.000
0.101	0.000
0.103	0.000
0.104	0.000
0.105	0.000
0.107	0.000
0.108	0.000
0.109	0.000
0.111	0.000
0.112	0.000
0.113	0.000
0.115	0.000
0.116	0.000
0.117	0.000
0.118	0.000
0.120	0.000
0.121	0.000
0.123	0.000
0.124	0.000
0.126	0.000
0.127	0.000
0.128	0.000
0.130	0.000
0.131	0.000
0.132	0.000
0.132	0.000
0.134	0.000
0.135	0.000
0.136	0.000
0.138	0.000
0.139	0.000
0.140	0.000
0.141	0.000
0.143	0.000
0.144	0.000
0.146	0.000
0.147	0.000
0.148	0.000
0.149	0.000
0.150	0.000
0.152	0.000
0.153	0.000
0.155	0.000
0.156	0.000
0.157	0.000
0.159	0.000
0.160	0.000
0.161	0.000
0.162	0.000
0.164	0.000
0.165	0.000
0.167	0.000
0.168	0.000
0.170	0.000
0.171	0.000
0.172	0.000
0.173	0.000
0.174	0.000
0.175	0.000
0.177	0.000
0.178	0.000
0.179	0.000
0.181	0.000
0.182	0.000
0.183	0.000
0.184	0.000
0.186	0.000
0.187	0.000
0.189	0.000
0.190	0.000
0.191	0.000
0.193	0.000
0.194	0.000
0.195	0.000
0.197	0.000
0.198	0.000
0.200	0.000
0.201	0.000
0.202	0.000
0.204	0.000
0.205	0.000
0.207	0.000
0.208	0.000
0.209	0.000
0.211	0.000
0.212	0.000
0.213	0.000
0.214	0.000
0.215	0.000
0.216	0.000
0.218	0.000
0.219	0.000
0.221	0.000
0.222	0.000
0.223	0.000
0.225	0.000
0.226	0.000
0.227	0.000
0.229	0.000
0.230	0.000
0.231	0.000
0.232	0.000
0.234	0.000
0.235	0.000
0.236	0.000
0.238	0.000
0.239	0.000
0.240	0.000
0.242	0.000
0.243	0.000
0.244	0.000
0.245	0.000
0.247	0.000
0.248	0.000
0.250	0.000
0.252	0.000
0.253	0.000
0.254	0.000
0.256	0.000
0.257	0.000
0.257	0.000
0.259	0.000
0.260	0.000
0.262	0.000
0.263	0.000
0.264	0.000
0.266	0.000
0.267	0.000
0.268	0.000
0.270	0.000
0.271	0.000
0.273	0.000
0.274	0.000
0.275	0.000
0.277	0.000
0.278	0.000
0.279	0.000
0.281	0.000
0.282	0.000
0.284	0.000
0.285	0.000
0.286	0.000
0.288	0.000
0.289	0.000
0.290	0.000
0.292	0.000
0.293	0.000
0.295	0.000
0.296	0.000
0.297	0.000
0.298	0.000
0.299	0.000
0.300	0.000
0.301	0.000
0.303	0.000
0.304	0.000
0.306	0.000
0.307	0.000
0.309	0.000
0.310	0.000
0.311	0.000
0.313	0.000
0.314	0.000
0.315	0.000
0.317	0.000
0.318	0.000
0.319	0.000
0.321	0.000
0.322	0.000
0.323	0.000
0.325	0.000
0.327	0.000
0.328	0.000
0.330	0.000
0.331	0.000
0.332	0.000
0.334	0.000
0.335	0.000
0.337	0.000
0.338	0.000
0.340	0.000
0.340	0.000
0.341	0.000
0.343	0.000
0.344	0.000
0.345	0.000
0.347	0.000
0.348	0.000
0.350	0.000
0.351	0.000
0.353	0.000
0.354	0.000
0.355	0.000
0.356	0.000
0.358	0.000
0.359	0.000
0.361	0.000
0.362	0.000
0.363	0.000
0.364	0.000
0.366	0.000
0.367	0.000
0.368	0.000
0.370	0.000
0.371	0.000
0.373	0.000
0.374	0.000
0.375	0.000
0.377	0.000
0.378	0.000
0.379	0.000
0.381	0.000
0.382	0.000
0.382	0.000
0.384	0.000
0.385	0.000
0.386	0.000
0.388	0.000
0.389	0.000
0.390	0.000
0.391	0.000
0.393	0.000
0.395	0.000
0.396	0.000
0.397	0.000
0.399	0.000
0.400	0.000
0.401	0.000
0.403	0.000
0.404	0.000
0.406	0.000
0.407	0.000
0.408	0.000
0.410	0.000
0.411	0.000
0.412	0.000
0.413	0.000
0.415	0.000
0.416	0.000
0.417	0.000
0.419	0.000
0.421	0.000
0.422	0.000
0.423	0.000
0.424	0.000
0.426	0.000
0.427	0.000
0.428	0.000
0.430	0.000
0.431	0.000
0.432	0.000
0.434	0.000
0.436	0.000
0.437	0.000
0.438	0.000
0.439	0.000
0.440	0.000
0.442	0.000
0.444	0.000
0.445	0.000
0.447	0.000
0.448	0.000
0.449	0.000
0.451	0.000
0.452	0.000
0.453	0.000
0.455	0.000
0.456	0.000
0.457	0.000
0.459	0.000
0.460	0.000
0.461	0.000
0.463	0.000
0.464	0.000
0.465	0.000
0.466	0.000
0.468	0.000
0.469	0.000
0.470	0.000
0.471	0.000
0.473	0.000
0.474	0.000
0.475	0.000
0.477	0.000
0.478	0.000
0.479	0.000
0.481	0.000
0.482	0.000
0.483	0.000
0.485	0.000
0.486	0.000
0.487	0.000
0.488	0.000
0.490	0.000
0.491	0.000
0.492	0.000
0.494	0.000
0.495	0.000
0.496	0.000
0.498	0.000
0.500	0.000
0.501	0.000
0.502	0.000
0.504	0.000
0.505	0.000
0.506	0.000
0.507	0.000
0.508	0.000
0.509	0.000
0.510	0.000
0.512	0.000
0.513	0.000
0.514	0.000
0.516	0.000
0.517	0.000
0.518	0.000
0.520	0.000
0.521	0.000
0.522	0.000
0.524	0.000
0.525	0.000
0.526	0.000
0.528	0.000
0.529	0.000
0.531	0.000
0.532	0.000
0.533	0.000
0.535	0.000
0.536	0.000
0.537	0.000
0.539	0.000
0.540	0.000
0.541	0.000
0.543	0.000
0.544	0.000
0.545	0.000
0.547	0.000
0.548	0.000
0.548	0.000
0.549	0.000
0.551	0.000
0.552	0.000
0.554	0.000
0.555	0.000
0.557	0.000
0.558	0.000
0.559	0.000
0.560	0.000
0.562	0.000
0.563	0.000
0.565	0.000
0.566	0.000
0.568	0.000
0.569	0.000
0.570	0.000
0.572	0.000
0.573	0.000
0.575	0.000
0.576	0.000
0.577	0.000
0.579	0.000
0.580	0.000
0.581	0.000
0.583	0.000
0.584	0.000
0.586	0.000
0.587	0.000
0.589	0.000
0.590	0.000
0.591	0.000
0.592	0.000
0.593	0.000
0.594	0.000
0.596	0.000
0.597	0.000
0.599	0.000
0.600	0.000
0.602	0.000
0.603	0.000
0.604	0.000
0.606	0.000
0.607	0.000
0.609	0.000
0.610	0.000
0.611	0.000
0.613	0.000
0.614	0.000
0.615	0.000
0.616	0.000
0.618	0.000
0.619	0.000
0.621	0.000
0.622	0.000
0.624	0.000
0.625	0.000
0.626	0.000
0.628	0.000
0.629	0.000
0.631	0.000
0.632	0.000
0.632	0.000
0.634	0.000
0.635	0.000
0.636	0.000
0.638	0.000
0.639	0.000
0.640	0.000
0.642	0.000
0.643	0.000
0.645	0.000
0.646	0.000
0.647	0.000
0.648	0.000
0.650	0.000
0.651	0.000
0.652	0.000
0.654	0.000
0.655	0.000
0.656	0.000
0.658	0.000
0.659	0.000
0.660	0.000
0.662	0.000
0.663	0.000
0.664	0.000
0.666	0.000
0.667	0.000
0.668	0.000
0.670	0.000
0.671	0.000
0.672	0.000
0.673	0.000
0.675	0.000
0.676	0.000
0.678	0.000
0.679	0.000
0.680	0.000
0.681	0.000
0.683	0.000
0.684	0.000
0.686	0.000
0.687	0.000
0.688	0.000
0.690	0.000
0.691	0.000
0.692	0.000
0.694	0.000
0.695	0.000
0.697	0.000
0.698	0.000
0.700	0.000
0.701	0.000
0.702	0.000
0.704	0.000
0.705	0.000
0.706	0.000
0.708	0.000
0.709	0.000
0.711	0.000
0.712	0.000
0.713	0.000
0.714	0.000
0.715	0.000
0.716	0.000
0.718	0.000
0.719	0.000
0.720	0.000
0.722	0.000
0.723	0.000
0.724	0.000
0.725	0.000
0.727	0.000
0.728	0.000
0.730	0.000
0.731	0.000
0.733	0.000
0.734	0.000
0.735	0.000
0.737	0.000
0.738	0.000
0.740	0.000
0.741	0.000
0.742	0.000
0.744	0.000
0.745	0.000
0.746	0.000
0.748	0.000
0.749	0.000
0.751	0.000
0.752	0.000
0.754	0.000
0.755	0.000
0.756	0.000
0.757	0.000
0.758	0.000
0.759	0.000
0.761	0.000
0.762	0.000
0.763	0.000
0.765	0.000
0.766	0.000
0.767	0.000
0.769	0.000
0.770	0.000
0.771	0.000
0.773	0.000
0.774	0.000
0.775	0.000
0.777	0.000
0.778	0.000
0.779	0.000
0.781	0.000
0.782	0.000
0.784	0.000
0.785	0.000
0.787	0.000
0.788	0.000
0.789	0.000
0.790	0.000
0.792	0.000
0.794	0.000
0.795	0.000
0.797	0.000
0.798	0.000
0.798	0.000
0.800	0.000
0.801	0.000
0.802	0.000
0.803	0.000
0.805	0.000
0.806	0.000
0.808	0.000
0.809	0.000
0.811	0.000
0.812	0.000
0.813	0.000
0.814	0.000
0.816	0.000
0.818	0.000
0.819	0.000
0.820	0.000
0.821	0.000
0.823	0.000
0.824	0.000
0.825	0.000
0.827	0.000
0.828	0.000
0.829	0.000
0.831	0.000
0.832	0.000
0.833	0.000
0.835	0.000
0.836	0.000
0.838	0.000
0.839	0.000
0.840	0.000
0.841	0.000
0.842	0.000
0.844	0.000
0.845	0.000
0.846	0.000
0.847	0.000
0.849	0.000
0.850	0.000
0.851	0.000
0.853	0.000
0.854	0.000
0.855	0.000
0.857	0.000
0.858	0.000
0.859	0.000
0.861	0.000
0.862	0.000
0.863	0.000
0.865	0.000
0.866	0.000
0.867	0.000
0.868	0.000
0.870	0.000
0.871	0.000
0.873	0.000
0.874	0.000
0.875	0.000
0.876	0.000
0.878	0.000
0.879	0.000
0.880	0.000
0.882	0.000
0.882	0.000
0.884	0.000
0.885	0.000
0.886	0.000
0.888	0.000
0.889	0.000
0.890	0.000
0.892	0.000
0.893	0.000
0.895	0.000
0.896	0.000
0.897	0.000
0.898	0.000
0.900	0.000
0.901	0.000
0.903	0.000
0.904	0.000
0.906	0.000
0.907	0.000
0.909	0.000
0.910	0.000
0.912	0.000
0.913	0.000
0.914	0.000
0.916	0.000
0.917	0.000
0.918	0.000
0.920	0.000
0.922	0.000
0.923	0.000
0.923	0.000
0.924	0.000
0.926	0.000
0.927	0.000
0.928	0.000
0.930	0.000
0.932	0.000
0.933	0.000
0.934	0.000
0.936	0.000
0.937	0.000
0.938	0.000
0.940	0.000
0.941	0.000
0.942	0.000
0.944	0.000
0.945	0.000
0.947	0.000
0.948	0.000
0.949	0.000
0.951	0.000
0.952	0.000
0.954	0.000
0.955	0.000
0.956	0.000
0.957	0.000
0.958	0.000
0.960	0.000
0.961	0.000
0.963	0.000
0.964	0.000
0.965	0.000
0.966	0.000
0.967	0.000
0.969	0.000
0.970	0.000
0.971	0.000
0.973	0.000
0.974	0.000
0.975	0.000
0.977	0.000
0.978	0.000
0.979	0.000
0.980	0.000
0.982	0.000
0.983	0.000
0.985	0.000
0.986	0.000
0.987	0.000
0.988	0.000
0.990	0.000
0.991	0.000
0.992	0.000
0.994	0.000
0.995	0.000
0.997	0.000
0.998	0.000
1.000	0.000
1.001	0.000
1.002	0.000
1.004	0.000
1.006	0.000
1.007	0.000
1.007	0.000
1.009	0.000
1.010	0.000
1.011	0.000
1.012	0.000
1.014	0.000
1.016	0.000
1.017	0.000
1.018	0.000
1.020	0.000
1.021	0.000
1.022	0.000
1.023	0.000
1.025	0.000
1.027	0.000
1.028	0.000
1.029	0.000
1.030	0.000
1.032	0.000
1.033	0.000
1.034	0.000
1.036	0.000
1.037	0.000
1.038	0.000
1.040	0.000
1.041	0.000
1.042	0.000
1.044	0.000
1.045	0.000
1.047	0.000
1.048	0.000
1.048	0.000
1.050	0.000
1.051	0.000
1.052	0.000
1.053	0.000
1.055	0.000
1.056	0.000
1.058	0.000
1.059	0.000
1.061	0.000
1.062	0.000
1.063	0.000
1.065	0.000
1.066	0.000
1.068	0.000
1.069	0.000
1.070	0.000
1.072	0.000
1.073	0.000
1.075	0.000
1.076	0.000
1.077	0.000
1.079	0.000
1.081	0.000
1.082	0.000
1.083	0.000
1.085	0.000
1.086	0.000
1.087	0.000
1.088	0.000
1.090	0.000
1.090	0.000
1.091	0.000
1.093	0.000
1.094	0.000
1.095	0.000
1.096	0.000
1.098	0.000
1.099	0.000
1.100	0.000
1.102	0.000
1.103	0.000
1.105	0.000
1.106	0.000
1.108	0.000
1.109	0.000
1.110	0.000
1.112	0.000
1.113	0.000
1.115	0.000
1.116	0.000
1.117	0.000
1.118	0.000
1.120	0.000
1.121	0.000
1.123	0.000
1.124	0.000
1.126	0.000
1.127	0.000
1.128	0.000
1.130	0.000
1.131	0.000
1.132	0.000
1.133	0.000
1.135	0.000
1.136	0.000
1.138	0.000
1.139	0.000
1.140	0.000
1.142	0.000
1.143	0.000
1.145	0.000
1.146	0.000
1.147	0.000
1.149	0.000
1.150	0.000
1.151	0.000
1.153	0.000
1.154	0.000
1.156	0.000
1.157	0.000
1.159	0.000
1.160	0.000
1.162	0.000
1.163	0.000
1.164	0.000
1.166	0.000
1.167	0.000
1.169	0.000
1.170	0.000
1.171	0.000
1.173	0.000
1.173	0.000
1.174	0.000
1.176	0.000
1.177	0.000
1.179	0.000
1.180	0.000
1.181	0.000
1.183	0.000
1.184	0.000
1.185	0.000
1.187	0.000
1.188	0.000
1.190	0.000
1.191	0.000
1.193	0.000
1.194	0.000
1.195	0.000
1.197	0.000
1.198	0.000
1.200	0.000
1.201	0.000
1.203	0.000
1.204	0.000
1.205	0.000
1.207	0.000
1.208	0.000
1.209	0.000
1.211	0.000
1.213	0.000
1.214	0.000
1.215	0.000
1.216	0.000
1.217	0.000
1.218	0.000
1.220	0.000
1.221	0.000
1.223	0.000
1.224	0.000
1.225	0.000
1.227	0.000
1.228	0.000
1.229	0.000
1.231	0.000
1.232	0.000
1.234	0.000
1.235	0.000
1.237	0.000
1.238	0.000
1.240	0.000
1.241	0.000
1.242	0.000
1.244	0.000
1.245	0.000
1.246	0.000
1.248	0.000
1.249	0.000
1.250	0.000
1.252	0.000
1.253	0.000
1.255	0.000
1.256	0.000
1.257	0.000
1.258	0.000
1.259	0.000
1.261	0.000
1.262	0.000
1.263	0.000
1.265	0.000
1.266	0.000
1.268	0.000
1.269	0.000
1.270	0.000
1.272	0.000
1.273	0.000
1.274	0.000
1.275	0.000
1.277	0.000
1.279	0.000
1.280	0.000
1.282	0.000
1.283	0.000
1.284	0.000
1.285	0.000
1.287	0.000
1.288	0.000
1.290	0.000
1.291	0.000
1.292	0.000
1.294	0.000
1.295	0.000
1.297	0.000
1.298	0.000
1.299	0.000
1.300	0.000
1.302	0.000
1.303	0.000
1.305	0.000
1.306	0.000
1.307	0.000
1.309	0.000
1.310	0.000
1.311	0.000
1.313	0.000
1.314	0.000
1.316	0.000
1.317	0.000
1.318	0.000
1.319	0.000
1.321	0.000
1.323	0.000
1.324	0.000
1.325	0.000
1.327	0.000
1.328	0.000
1.329	0.000
1.330	0.000
1.332	0.000
1.333	0.000
1.335	0.000
1.336	0.000
1.337	0.000
1.339	0.000
1.340	0.000
1.341	0.000
1.342	0.000
1.343	0.000
1.344	0.000
1.346	0.000
1.348	0.000
1.349	0.000
1.350	0.000
1.352	0.000
1.353	0.000
1.354	0.000
1.356	0.000
1.358	0.000
1.359	0.000
1.360	0.000
1.362	0.000
1.363	0.000
1.364	0.000
1.366	0.000
1.367	0.000
1.369	0.000
1.370	0.000
1.371	0.000
1.373	0.000
1.374	0.000
1.375	0.000
1.376	0.000
1.378	0.000
1.380	0.000
1.381	0.000
1.382	0.000
1.383	0.000
1.384	0.000
1.386	0.000
1.387	0.000
1.389	0.000
1.390	0.000
1.391	0.000
1.393	0.000
1.394	0.000
1.396	0.000
1.397	0.000
1.399	0.000
1.400	0.000
1.401	0.000
1.403	0.000
1.404	0.000
1.406	0.000
1.407	0.000
1.408	0.000
1.410	0.000
1.411	0.000
1.412	0.000
1.413	0.000
1.415	0.000
1.416	0.000
1.418	0.000
1.419	0.000
1.420	0.000
1.421	0.000
1.423	0.000
1.423	0.000
1.424	0.000
1.426	0.000
1.427	0.000
1.429	0.000
1.430	0.000
1.432	0.000
1.433	0.000
1.434	0.000
1.436	0.000
1.437	0.000
1.438	0.000
1.440	0.000
1.442	0.000
1.443	0.000
1.444	0.000
1.445	0.000
1.447	0.000
1.448	0.000
1.450	0.000
1.451	0.000
1.453	0.000
1.454	0.000
1.456	0.000
1.457	0.000
1.458	0.000
1.459	0.000
1.461	0.000
1.463	0.000
1.464	0.000
1.465	0.000
1.466	0.000
1.467	0.000
1.468	0.000
1.470	0.000
1.472	0.000
1.473	0.000
1.475	0.000
1.476	0.000
1.477	0.000
1.479	0.000
1.480	0.000
1.481	0.000
1.483	0.000
1.484	0.000
1.486	0.000
1.487	0.000
1.489	0.000
1.490	0.000
1.491	0.000
1.493	0.000
1.494	0.000
1.496	0.000
1.497	0.000
1.499	0.000
1.500	0.000
1.501	0.000
1.503	0.000
1.504	0.000
1.506	0.000
1.507	0.000
1.508	0.000
1.509	0.000
1.511	0.000
1.512	0.000
1.513	0.000
1.515	0.000
1.516	0.000
1.517	0.000
1.519	0.000
1.520	0.000
1.522	0.000
1.523	0.000
1.524	0.000
1.526	0.000
1.527	0.000
1.528	0.000
1.530	0.000
1.531	0.000
1.533	0.000
1.534	0.000
1.535	0.000
1.536	0.000
1.538	0.000
1.539	0.000
1.541	0.000
1.542	0.000
1.544	0.000
1.545	0.000
1.547	0.000
1.548	0.000
1.548	0.000
1.550	0.000
1.552	0.000
1.553	0.000
1.554	0.000
1.556	0.000
1.557	0.000
1.558	0.000
1.559	0.000
1.561	0.000
1.563	0.000
1.564	0.000
1.566	0.000
1.567	0.000
1.568	0.000
1.570	0.000
1.571	0.000
1.573	0.000
1.574	0.000
1.576	0.000
1.577	0.000
1.579	0.000
1.580	0.000
1.581	0.000
1.583	0.000
1.584	0.000
1.586	0.000
1.587	0.000
1.588	0.000
1.590	0.000
1.590	0.000
1.591	0.000
1.593	0.000
1.594	0.000
1.596	0.000
1.597	0.000
1.599	0.000
1.600	0.000
1.601	0.000
1.603	0.000
1.604	0.000
1.606	0.000
1.607	0.000
1.609	0.000
1.610	0.000
1.611	0.000
1.613	0.000
1.614	0.000
1.615	0.000
1.617	0.000
1.619	0.000
1.620	0.000
1.622	0.000
1.623	0.000
1.624	0.000
1.626	0.000
1.627	0.000
1.628	0.000
1.630	0.000
1.631	0.000
1.632	0.000
1.633	0.000
1.634	0.000
1.635	0.000
1.637	0.000
1.638	0.000
1.640	0.000
1.641	0.000
1.643	0.000
1.644	0.000
1.645	0.000
1.647	0.000
1.648	0.000
1.650	0.000
1.651	0.000
1.653	0.000
1.654	0.000
1.655	0.000
1.657	0.000
1.658	0.000
1.660	0.000
1.661	0.000
1.662	0.000
1.664	0.000
1.665	0.000
1.666	0.000
1.668	0.000
1.669	0.000
1.671	0.000
1.672	0.000
1.673	0.000
1.674	0.000
1.675	0.000
1.676	0.000
1.677	0.000
1.679	0.000
1.681	0.000
1.682	0.000
1.683	0.000
1.685	0.000
1.686	0.000
1.687	0.000
1.689	0.000
1.690	0.000
1.692	0.000
1.693	0.000
1.695	0.000
1.696	0.000
1.697	0.000
1.699	0.000
1.701	0.000
1.702	0.000
1.703	0.000
1.704	0.000
1.706	0.000
1.707	0.000
1.709	0.000
1.710	0.000
1.711	0.000
1.713	0.000
1.714	0.000
1.715	0.000
1.716	0.000
1.717	0.000
1.718	0.000
1.720	0.000
1.721	0.000
1.723	0.000
1.724	0.000
1.725	0.000
1.727	0.000
1.728	0.000
1.730	0.000
1.731	0.000
1.733	0.000
1.734	0.000
1.736	0.000
1.737	0.000
1.738	0.000
1.739	0.000
1.741	0.000
1.742	0.000
1.744	0.000
1.745	0.000
1.746	0.000
1.748	0.000
1.749	0.000
1.750	0.000
1.751	0.000
1.753	0.000
1.754	0.000
1.756	0.000
1.757	0.000
1.758	0.000
1.759	0.000
1.760	0.000
1.761	0.000
1.763	0.000
1.764	0.000
1.766	0.000
1.767	0.000
1.769	0.000
1.770	0.000
1.772	0.000
1.773	0.000
1.774	0.000
1.776	0.000
1.777	0.000
1.779	0.000
1.780	0.000
1.781	0.000
1.782	0.000
1.784	0.000
1.785	0.000
1.786	0.000
1.788	0.000
1.790	0.000
1.791	0.000
1.793	0.000
1.794	0.000
1.795	0.000
1.796	0.000
1.798	0.000
1.798	0.000
1.800	0.000
1.801	0.000
1.803	0.000
1.804	0.000
1.805	0.000
1.807	0.000
1.808	0.000
1.809	0.000
1.811	0.000
1.812	0.000
1.814	0.000
1.815	0.000
1.817	0.000
1.818	0.000
1.819	0.000
1.821	0.000
1.823	0.000
1.824	0.000
1.825	0.000
1.827	0.000
1.828	0.000
1.829	0.000
1.831	0.000
1.833	0.000
1.834	0.000
1.835	0.000
1.837	0.000
1.838	0.000
1.839	0.000
1.840	0.000
1.841	0.000
1.843	0.000
1.844	0.000
1.846	0.000
1.847	0.000
1.848	0.000
1.850	0.000
1.851	0.000
1.853	0.000
1.854	0.000
1.856	0.000
1.857	0.000
1.859	0.000
1.860	0.000
1.861	0.000
1.863	0.000
1.865	0.000
1.866	0.000
1.868	0.000
1.869	0.000
1.870	0.000
1.872	0.000
1.874	0.000
1.875	0.000
1.877	0.000
1.878	0.000
1.880	0.000
1.881	0.000
1.882	0.000
1.883	0.000
1.884	0.000
1.885	0.000
1.887	0.000
1.889	0.000
1.890	0.000
1.892	0.000
1.893	0.000
1.894	0.000
1.896	0.000
1.897	0.000
1.899	0.000
1.900	0.000
1.902	0.000
1.903	0.000
1.904	0.000
1.906	0.000
1.907	0.000
1.909	0.000
1.910	0.000
1.911	0.000
1.913	0.000
1.914	0.000
1.915	0.000
1.917	0.000
1.918	0.000
1.920	0.000
1.921	0.000
1.923	0.000
1.923	0.000
1.924	0.000
1.926	0.000
1.927	0.000
1.928	0.000
1.930	0.000
1.931	0.000
1.933	0.000
1.934	0.000
1.935	0.000
1.937	0.000
1.938	0.000
1.939	0.000
1.941	0.000
1.942	0.000
1.943	0.000
1.945	0.000
1.946	0.000
1.947	0.000
1.949	0.000
1.950	0.000
1.952	0.000
1.953	0.000
1.955	0.000
1.956	0.000
1.957	0.000
1.959	0.000
1.960	0.000
1.962	0.000
1.963	0.000
1.965	0.000
1.965	0.000
1.967	0.000
1.968	0.000
1.969	0.000
1.971	0.000
1.972	0.000
1.973	0.000
1.975	0.000
1.977	0.000
1.978	0.000
1.979	0.000
1.981	0.000
1.982	0.000
1.983	0.000
1.985	0.000
1.986	0.000
1.988	0.000
1.989	0.000
1.990	0.000
1.992	0.000
1.993	0.000
1.995	0.000
1.997	0.000
1.998	0.000
1.999	0.000
2.001	0.000
2.002	0.000
2.003	0.000
2.005	0.000
2.006	0.000
2.007	0.000
2.008	0.000
2.009	0.000
2.011	0.000
2.012	0.000
2.013	0.000
2.015	0.000
2.016	0.000
2.017	0.000
2.019	0.000
2.021	0.000
2.022	0.000
2.024	0.000
2.025	0.000
2.026	0.000
2.028	0.000
2.030	0.000
2.031	0.000
2.033	0.000
2.034	0.000
2.035	0.000
2.037	0.000
2.038	0.000
2.040	0.000
2.041	0.000
2.042	0.000
2.044	0.000
2.045	0.000
2.046	0.000
2.048	0.000
2.048	0.000
2.050	0.000
2.052	0.000
2.053	0.000
2.054	0.000
2.056	0.000
2.057	0.000
2.058	0.000
2.059	0.000
2.061	0.000
2.063	0.000
2.064	0.000
2.066	0.000
2.067	0.000
2.069	0.000
2.070	0.000
2.071	0.000
2.073	0.000
2.074	0.000
2.076	0.000
2.077	0.000
2.079	0.000
2.080	0.000
2.081	0.000
2.083	0.000
2.084	0.000
2.086	0.000
2.087	0.000
2.088	0.000
2.090	0.000
2.090	0.000
2.091	0.000
2.092	0.000
2.094	0.000
2.095	0.000
2.097	0.000
2.098	0.000
2.100	0.000
2.101	0.000
2.103	0.000
2.104	0.000
2.105	0.000
2.107	0.000
2.109	0.000
2.110	0.000
2.111	0.000
2.113	0.000
2.114	0.000
2.116	0.000
2.117	0.000
2.119	0.000
2.120	0.000
2.122	0.000
2.123	0.000
2.124	0.000
2.126	0.000
2.127	0.000
2.129	0.000
2.131	0.000
2.132	0.000
2.132	0.000
2.133	0.000
2.135	0.000
2.136	0.000
2.137	0.000
2.139	0.000
2.141	0.000
2.142	0.000
2.144	0.000
2.145	0.000
2.146	0.000
2.148	0.000
2.149	0.000
2.151	0.000
2.152	0.000
2.153	0.000
2.155	0.000
2.156	0.000
2.157	0.000
2.159	0.000
2.161	0.000
2.162	0.000
2.164	0.000
2.165	0.000
2.166	0.000
2.168	0.000
2.170	0.000
2.171	0.000
2.173	0.000
2.173	0.000
2.175	0.000
2.176	0.000
2.177	0.000
2.178	0.000
2.180	0.000
2.182	0.000
2.183	0.000
2.185	0.000
2.186	0.000
2.187	0.000
2.189	0.000
2.190	0.000
2.192	0.000
2.193	0.000
2.195	0.000
2.196	0.000
2.198	0.000
2.199	0.000
2.200	0.000
2.202	0.000
2.204	0.000
2.205	0.000
2.206	0.000
2.208	0.000
2.209	0.000
2.210	0.000
2.212	0.000
2.213	0.000
2.215	0.000
2.215	0.000
2.217	0.000
2.218	0.000
2.219	0.000
2.220	0.000
2.222	0.000
2.224	0.000
2.225	0.000
2.227	0.000
2.229	0.000
2.230	0.000
2.231	0.000
2.232	0.000
2.234	0.000
2.236	0.000
2.237	0.000
2.238	0.000
2.240	0.000
2.241	0.000
2.242	0.000
2.244	0.000
2.246	0.000
2.247	0.000
2.249	0.000
2.250	0.000
2.251	0.000
2.253	0.000
2.254	0.000
2.256	0.000
2.257	0.000
2.257	0.000
2.259	0.000
2.260	0.000
2.261	0.000
2.263	0.000
2.264	0.000
2.266	0.000
2.268	0.000
2.269	0.000
2.270	0.000
2.272	0.000
2.273	0.000
2.274	0.000
2.276	0.000
2.278	0.000
2.279	0.000
2.280	0.000
2.282	0.000
2.283	0.000
2.284	0.000
2.286	0.000
2.288	0.000
2.289	0.000
2.290	0.000
2.292	0.000
2.293	0.000
2.294	0.000
2.296	0.000
2.297	0.000
2.298	0.000
2.299	0.000
2.301	0.000
2.302	0.000
2.304	0.000
2.305	0.000
2.306	0.000
2.307	0.000
2.309	0.000
2.310	0.000
2.312	0.000
2.314	0.000
2.315	0.000
2.316	0.000
2.318	0.000
2.320	0.000
2.321	0.000
2.323	0.000
2.324	0.000
2.326	0.000
2.327	0.000
2.328	0.000
2.330	0.000
2.331	0.000
2.333	0.000
2.334	0.000
2.336	0.000
2.337	0.000
2.340	0.000
2.340	0.000
2.342	0.000
2.344	0.000
2.345	0.000
2.347	0.000
2.348	0.000
2.349	0.000
2.351	0.000
2.352	0.000
2.354	0.000
2.356	0.000
2.357	0.000
2.359	0.000
2.360	0.000
2.361	0.000
2.363	0.000
2.365	0.000
2.366	0.000
2.368	0.000
2.369	0.000
2.370	0.000
2.371	0.000
2.373	0.000
2.375	0.000
2.377	0.000
2.378	0.000
2.379	0.000
2.381	0.000
2.382	0.000
2.382	0.000
2.384	0.000
2.385	0.000
2.387	0.000
2.388	0.000
2.390	0.000
2.391	0.000
